Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PROMENADE PEAK,"1,916,000",678.13,"2,825",Aug-25,ZION PROMENADE,New Sale,Strata,63,"30,413",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,459,800",527.44,"2,768",Aug-25,ZION PROMENADE,New Sale,Strata,49,"29,792",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"1,879,000",656.6,"2,862",Aug-25,ZION PROMENADE,New Sale,Strata,61,"30,803",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"3,077,400","1,076.4","2,859",Aug-25,ZION PROMENADE,New Sale,Strata,100,"30,774",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"2,208,000",764.24,"2,889",Aug-25,ZION PROMENADE,New Sale,Strata,71,"31,099",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,914,300",667.37,"2,868",Aug-25,ZION PROMENADE,New Sale,Strata,62,"30,876",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,502,000",527.44,"2,848",Aug-25,ZION PROMENADE,New Sale,Strata,49,"30,653",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"2,311,300",796.54,"2,902",Aug-25,ZION PROMENADE,New Sale,Strata,74,"31,234",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,507,200",527.44,"2,858",Aug-25,ZION PROMENADE,New Sale,Strata,49,"30,759",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,979,100",678.13,"2,918",Aug-25,ZION PROMENADE,New Sale,Strata,63,"31,414",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
PROMENADE PEAK,"1,995,400",678.13,"2,942",Aug-25,ZION PROMENADE,New Sale,Strata,63,"31,673",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"1,957,600",667.37,"2,933",Aug-25,ZION PROMENADE,New Sale,Strata,62,"31,574",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"2,006,200",678.13,"2,958",Aug-25,ZION PROMENADE,New Sale,Strata,63,"31,844",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"1,534,600",527.44,"2,910",Aug-25,ZION PROMENADE,New Sale,Strata,49,"31,318",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"1,539,400",527.44,"2,919",Aug-25,ZION PROMENADE,New Sale,Strata,49,"31,416",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"1,990,700",667.37,"2,983",Aug-25,ZION PROMENADE,New Sale,Strata,62,"32,108",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"3,216,200","1,076.4","2,988",Aug-25,ZION PROMENADE,New Sale,Strata,100,"32,162",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
PROMENADE PEAK,"3,093,800","1,033.34","2,994",Aug-25,ZION PROMENADE,New Sale,Strata,96,"32,227",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,31 to 35
PROMENADE PEAK,"1,582,100",527.44,"3,000",Aug-25,ZION PROMENADE,New Sale,Strata,49,"32,288",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,033,100",656.6,"3,096",Aug-25,ZION PROMENADE,New Sale,Strata,61,"33,330",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,042,000",656.6,"3,110",Aug-25,ZION PROMENADE,New Sale,Strata,61,"33,475",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,047,900",656.6,"3,119",Aug-25,ZION PROMENADE,New Sale,Strata,61,"33,572",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"2,388,300",764.24,"3,125",Aug-25,ZION PROMENADE,New Sale,Strata,71,"33,638",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"5,220,600","1,582.31","3,299",Aug-25,ZION PROMENADE,New Sale,Strata,147,"35,514",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
PROMENADE PEAK,"4,673,700","1,420.85","3,289",Aug-25,ZION PROMENADE,New Sale,Strata,132,"35,407",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,46 to 50
PROMENADE PEAK,"3,799,500","1,162.51","3,268",Aug-25,ZION PROMENADE,New Sale,Strata,108,"35,181",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
RIVER GREEN,"1,237,000",419.8,"2,947",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,39,"31,718",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,01 to 05
RIVER GREEN,"1,256,000",419.8,"2,992",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,39,"32,205",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"2,552,000",871.88,"2,927",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,81,"31,506",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,199,000",419.8,"2,856",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,39,"30,744",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,271,000",419.8,"3,028",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,39,"32,590",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,501,000",527.44,"2,846",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"30,633",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,339,000",452.09,"2,962",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,42,"31,881",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,741,000",602.78,"2,888",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,56,"31,089",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,578,000",527.44,"2,992",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"32,204",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,06 to 10
RIVER GREEN,"1,586,000",527.44,"3,007",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"32,367",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,11 to 15
RIVER GREEN,"2,093,000",656.6,"3,188",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,61,"34,311",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,11 to 15
RIVER GREEN,"1,789,000",602.78,"2,968",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,56,"31,946",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,11 to 15
RIVER GREEN,"1,798,000",602.78,"2,983",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,56,"32,107",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
RIVER GREEN,"1,285,000",419.8,"3,061",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,39,"32,949",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
RIVER GREEN,"1,687,000",527.44,"3,198",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"34,429",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
RIVER GREEN,"1,837,000",602.78,"3,048",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,56,"32,804",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
RIVER GREEN,"1,696,000",527.44,"3,216",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"34,612",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"2,822,000",871.88,"3,237",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,81,"34,840",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"1,600,000",527.44,"3,034",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"32,653",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"3,318,000",979.52,"3,387",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,91,"36,462",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"1,672,000",527.44,"3,170",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"34,122",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"2,858,000",871.88,"3,278",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,81,"35,284",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"2,886,000",871.88,"3,310",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,81,"35,630",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"2,923,000",871.88,"3,353",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,81,"36,086",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
RIVER GREEN,"2,550,000",785.77,"3,245",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,73,"34,932",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
RIVER GREEN,"1,663,000",527.44,"3,153",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"33,939",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
RIVER GREEN,"3,422,000",979.52,"3,494",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,91,"37,604",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
RIVER GREEN,"1,735,000",527.44,"3,289",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"35,408",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
RIVER GREEN,"1,742,000",527.44,"3,303",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"35,551",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
RIVER GREEN,"2,612,000",785.77,"3,324",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,73,"35,781",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
RIVER GREEN,"1,682,000",527.44,"3,189",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,49,"34,327",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
RIVER GREEN,"1,504,000",452.09,"3,327",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,42,"35,810",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
RIVER GREEN,"2,964,000",882.65,"3,358",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,82,"36,146",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
RIVER GREEN,"2,697,000",785.77,"3,432",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,73,"36,945",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
RIVER GREEN,"2,693,000",785.77,"3,427",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,73,"36,890",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,36 to 40
ORCHARD SOPHIA,"1,593,700",581.26,"2,742",Aug-25,SOPHIA ROAD,New Sale,Strata,54,"29,513",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE HILL @ONE-NORTH,"1,894,720",764.24,"2,479",Aug-25,SLIM BARRACKS RISE,New Sale,Strata,71,"26,686",-,Apartment,1,99 yrs lease commencing from 2022,05,Rest of Central Region,01 to 05
UPPERHOUSE AT ORCHARD BOULEVARD,"2,651,000",764.24,"3,469",Aug-25,ORCHARD BOULEVARD,New Sale,Strata,71,"37,338",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,31 to 35
UNION SQUARE RESIDENCES,"3,303,000","1,065.64","3,100",Aug-25,HAVELOCK ROAD,New Sale,Strata,99,"33,364",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,909,931",656.6,"2,909",Aug-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,310",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
CANBERRA CRESCENT RESIDENCES,"1,538,000",796.54,"1,931",Aug-25,CANBERRA CRESCENT,New Sale,Strata,74,"20,784",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15
CANBERRA CRESCENT RESIDENCES,"1,332,600",667.37,"1,997",Aug-25,CANBERRA CRESCENT,New Sale,Strata,62,"21,494",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05
CANBERRA CRESCENT RESIDENCES,"1,563,300",796.54,"1,963",Aug-25,CANBERRA CRESCENT,New Sale,Strata,74,"21,126",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10
CANBERRA CRESCENT RESIDENCES,"2,349,600","1,216.33","1,932",Aug-25,CANBERRA CRESCENT,New Sale,Strata,113,"20,793",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10
CANBERRA CRESCENT RESIDENCES,"1,740,400",882.65,"1,972",Aug-25,CANBERRA CRESCENT,New Sale,Strata,82,"21,224",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15
CANBERRA CRESCENT RESIDENCES,"1,766,100",882.65,"2,001",Aug-25,CANBERRA CRESCENT,New Sale,Strata,82,"21,538",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10
AUREA,"1,771,000",635.08,"2,789",Aug-25,BEACH ROAD,New Sale,Strata,59,"30,017",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,01 to 05
TEMBUSU GRAND,"4,124,000","1,711.48","2,410",Aug-25,JALAN TEMBUSU,New Sale,Strata,159,"25,937",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,937,500","1,076.4","2,729",Aug-25,ZION PROMENADE,New Sale,Strata,100,"29,375",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,806,800",656.6,"2,752",Aug-25,ZION PROMENADE,New Sale,Strata,61,"29,620",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,806,800",656.6,"2,752",Aug-25,ZION PROMENADE,New Sale,Strata,61,"29,620",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,850,900",678.13,"2,729",Aug-25,ZION PROMENADE,New Sale,Strata,63,"29,379",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,820,900",667.37,"2,728",Aug-25,ZION PROMENADE,New Sale,Strata,62,"29,369",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,948,200","1,076.4","2,739",Aug-25,ZION PROMENADE,New Sale,Strata,100,"29,482",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,813,300",656.6,"2,762",Aug-25,ZION PROMENADE,New Sale,Strata,61,"29,726",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,417,600",527.44,"2,688",Aug-25,ZION PROMENADE,New Sale,Strata,49,"28,931",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,177,400",796.54,"2,734",Aug-25,ZION PROMENADE,New Sale,Strata,74,"29,424",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,859,100",678.13,"2,742",Aug-25,ZION PROMENADE,New Sale,Strata,63,"29,510",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,827,600",667.37,"2,739",Aug-25,ZION PROMENADE,New Sale,Strata,62,"29,477",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,799,400","1,033.34","2,709",Aug-25,ZION PROMENADE,New Sale,Strata,96,"29,160",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,959,000","1,076.4","2,749",Aug-25,ZION PROMENADE,New Sale,Strata,100,"29,590",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,819,900",656.6,"2,772",Aug-25,ZION PROMENADE,New Sale,Strata,61,"29,834",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,819,900",656.6,"2,772",Aug-25,ZION PROMENADE,New Sale,Strata,61,"29,834",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,422,900",527.44,"2,698",Aug-25,ZION PROMENADE,New Sale,Strata,49,"29,039",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,867,200",678.13,"2,753",Aug-25,ZION PROMENADE,New Sale,Strata,63,"29,638",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,834,300",667.37,"2,749",Aug-25,ZION PROMENADE,New Sale,Strata,62,"29,585",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"2,969,800","1,076.4","2,759",Aug-25,ZION PROMENADE,New Sale,Strata,100,"29,698",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,826,500",656.6,"2,782",Aug-25,ZION PROMENADE,New Sale,Strata,61,"29,943",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,428,200",527.44,"2,708",Aug-25,ZION PROMENADE,New Sale,Strata,49,"29,147",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,875,300",678.13,"2,765",Aug-25,ZION PROMENADE,New Sale,Strata,63,"29,767",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"1,874,100",688.9,"2,720",Aug-25,ZION PROMENADE,New Sale,Strata,64,"29,283",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,833,000",656.6,"2,792",Aug-25,ZION PROMENADE,New Sale,Strata,61,"30,049",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,433,400",527.44,"2,718",Aug-25,ZION PROMENADE,New Sale,Strata,49,"29,253",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,883,500",678.13,"2,777",Aug-25,ZION PROMENADE,New Sale,Strata,63,"29,897",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,881,000",688.9,"2,730",Aug-25,ZION PROMENADE,New Sale,Strata,64,"29,391",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,839,600",656.6,"2,802",Aug-25,ZION PROMENADE,New Sale,Strata,61,"30,157",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,839,600",656.6,"2,802",Aug-25,ZION PROMENADE,New Sale,Strata,61,"30,157",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,139,200",764.24,"2,799",Aug-25,ZION PROMENADE,New Sale,Strata,71,"30,130",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,200,800",785.77,"2,801",Aug-25,ZION PROMENADE,New Sale,Strata,73,"30,148",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,891,600",678.13,"2,789",Aug-25,ZION PROMENADE,New Sale,Strata,63,"30,025",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,840,800","1,033.34","2,749",Aug-25,ZION PROMENADE,New Sale,Strata,96,"29,592",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"1,446,600",527.44,"2,743",Aug-25,ZION PROMENADE,New Sale,Strata,49,"29,522",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,212,600",785.77,"2,816",Aug-25,ZION PROMENADE,New Sale,Strata,73,"30,310",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,230,000",796.54,"2,800",Aug-25,ZION PROMENADE,New Sale,Strata,74,"30,135",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,06 to 10
