Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE TRE VER,"1,430,000",699.66,"2,044",Feb-24,POTONG PASIR AVENUE 1,Sub Sale,Strata,65,"22,000",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
PARC CLEMATIS,"1,440,000",721.19,"1,997",Feb-24,JALAN LEMPENG,Sub Sale,Strata,67,"21,493",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
8 @ MOUNT SOPHIA,"1,780,000","1,033.34","1,723",Feb-24,MOUNT SOPHIA,Resale,Strata,96,"18,542",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,01 to 05
ST MARTIN RESIDENCE,"4,288,000","2,884.75","1,486",Feb-24,ST. MARTIN'S DRIVE,Resale,Strata,268,"16,000",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,180,000",968.76,"1,218",Feb-24,FLORA DRIVE,Resale,Strata,90,"13,111",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
NV RESIDENCES,"1,015,000",796.54,"1,274",Feb-24,PASIR RIS GROVE,Resale,Strata,74,"13,716",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
RIO VISTA,"1,300,000","1,248.62","1,041",Feb-24,UPPER SERANGOON VIEW,Resale,Strata,116,"11,207",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
BARTLEY RIDGE,"2,200,000","1,162.51","1,892",Feb-24,MOUNT VERNON ROAD,Resale,Strata,108,"20,370",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
WHISTLER GRAND,"2,380,000","1,280.92","1,858",Feb-24,WEST COAST VALE,Resale,Strata,119,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
ESPADA,"945,000",355.21,"2,660",Feb-24,ST. THOMAS WALK,Resale,Strata,33,"28,636",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
CITY GATE,"1,480,000",678.13,"2,182",Feb-24,BEACH ROAD,Resale,Strata,63,"23,492",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,21 to 25
HILLHAVEN,"1,669,570",796.54,"2,096",Feb-24,HILLVIEW RISE,New Sale,Strata,74,"22,562",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,16 to 20
MATTAR RESIDENCES,"1,800,000",828.83,"2,172",Feb-24,MATTAR ROAD,New Sale,Strata,77,"23,377",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ONE BERNAM,"2,238,000",871.88,"2,567",Feb-24,BERNAM STREET,New Sale,Strata,81,"27,630",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,21 to 25
ONE BERNAM,"3,600,000","1,420.85","2,534",Feb-24,BERNAM STREET,New Sale,Strata,132,"27,273",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,16 to 20
ORCHARD SOPHIA,"1,349,000",473.62,"2,848",Feb-24,SOPHIA ROAD,New Sale,Strata,44,"30,659",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
BARTLEY VUE,"2,184,000","1,065.64","2,049",Feb-24,JALAN BUNGA RAMPAI,New Sale,Strata,99,"22,061",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,11 to 15
THE BOTANY AT DAIRY FARM,"2,189,000","1,033.34","2,118",Feb-24,DAIRY FARM WALK,New Sale,Strata,96,"22,802",-,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,11 to 15
THE MYST,"1,493,000",678.13,"2,202",Feb-24,UPPER BUKIT TIMAH ROAD,New Sale,Strata,63,"23,698",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,535,000",850.36,"1,805",Feb-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,79,"19,430",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"970,000",678.13,"1,430",Feb-24,TAMPINES LANE,Sub Sale,Strata,63,"15,397",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
CUBE 8,"5,220,000","3,143.09","1,661",Feb-24,THOMSON ROAD,Resale,Strata,292,"17,877",-,Condominium,1,Freehold,11,Core Central Region,31 to 35
DUO RESIDENCES,"1,900,000",818.06,"2,323",Feb-24,FRASER STREET,Resale,Strata,76,"25,000",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,06 to 10
THE REEF AT KING'S DOCK,"2,836,112","1,076.4","2,635",Feb-24,HARBOURFRONT AVENUE,New Sale,Strata,100,"28,361",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
ICON,"1,090,000",570.49,"1,911",Feb-24,GOPENG STREET,Resale,Strata,53,"20,566",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
PEBBLE BAY,"3,125,000","1,894.46","1,650",Feb-24,TANJONG RHU ROAD,Resale,Strata,176,"17,756",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
PARC HAVEN,"1,900,000","1,313.21","1,447",Feb-24,LORONG LIMAU,Resale,Strata,122,"15,574",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
19 NASSIM,"5,960,000","1,733","3,439",Feb-24,NASSIM HILL,New Sale,Strata,161,"37,019",-,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,06 to 10
EAST SIGNATURE,"2,380,000","1,926.76","1,235",Feb-24,ELLIOT WALK,Resale,Strata,179,"13,296",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE ARCADY AT BOON KENG,"1,809,000",667.37,"2,711",Feb-24,SAINT BARNABAS LANE,New Sale,Strata,62,"29,177",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
COMMONWEALTH TOWERS,"962,000",441.32,"2,180",Feb-24,COMMONWEALTH AVENUE,Resale,Strata,41,"23,463",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ROBIN SUITES,"1,030,000",441.32,"2,334",Feb-24,ROBIN ROAD,Resale,Strata,41,"25,122",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
DUKES RESIDENCE,"2,300,000","1,076.4","2,137",Feb-24,DUKE'S ROAD,Resale,Strata,100,"23,000",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
SUITES 28,"860,000","1,033.34",832,Feb-24,LORONG 30 GEYLANG,Resale,Strata,96,"8,958",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE ROCHESTER RESIDENCES,"1,600,000","1,280.92","1,249",Feb-24,ROCHESTER DRIVE,Resale,Strata,119,"13,445",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
SEMBAWANG COTTAGE,"1,230,000","1,367.03",900,Feb-24,SEMBAWANG ROAD,Resale,Strata,127,"9,685",-,Apartment,1,Freehold,27,Outside Central Region,01 to 05
MODA,"1,528,000",764.24,"1,999",Feb-24,EAST COAST ROAD,Resale,Strata,71,"21,521",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
PARC VISTA,"1,150,000","1,054.87","1,090",Feb-24,CORPORATION ROAD,Resale,Strata,98,"11,735",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
LENTOR MODERN,"2,433,000","1,130.22","2,153",Feb-24,LENTOR CENTRAL,New Sale,Strata,105,"23,171",-,Apartment,1,99 yrs lease commencing from 2021,26,Outside Central Region,21 to 25
PARC OLYMPIA,"920,000",775.01,"1,187",Feb-24,FLORA DRIVE,Resale,Strata,72,"12,778",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
CARABELLE,"1,700,000",947.23,"1,795",Feb-24,WEST COAST WAY,Resale,Strata,88,"19,318",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
LE MERRITT,"1,700,000",990.29,"1,717",Feb-24,LORONG M TELOK KURAU,Resale,Strata,92,"18,478",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"1,580,000",775.01,"2,039",Feb-24,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,72,"21,944",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"1,540,000",742.72,"2,073",Feb-24,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,69,"22,319",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
NEPTUNE COURT,"1,320,000","1,270.15","1,039",Feb-24,MARINE VISTA,Resale,Strata,118,"11,186",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,698,000",925.7,"1,834",Feb-24,HOUGANG AVENUE 2,Sub Sale,Strata,86,"19,744",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"930,000",581.26,"1,600",Feb-24,TAMPINES LANE,Sub Sale,Strata,54,"17,222",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE NAUTICAL,"1,072,000",914.94,"1,172",Feb-24,JALAN SENDUDOK,Resale,Strata,85,"12,612",-,Condominium,1,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05
Q BAY RESIDENCES,"770,000",516.67,"1,490",Feb-24,TAMPINES STREET 86,Resale,Strata,48,"16,042",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
D'LEEDON,"1,550,000",785.77,"1,973",Feb-24,LEEDON HEIGHTS,Resale,Strata,73,"21,233",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
KATONG REGENCY,"1,130,000",570.49,"1,981",Feb-24,TANJONG KATONG ROAD,Resale,Strata,53,"21,321",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"1,960,000","1,119.46","1,751",Feb-24,KEPPEL BAY VIEW,Resale,Strata,104,"18,846",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE MEZZO,"920,000",559.73,"1,644",Feb-24,BALESTIER ROAD,Resale,Strata,52,"17,692",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
RIVEREDGE,"2,388,000","1,334.74","1,789",Feb-24,SAMPAN PLACE,Resale,Strata,124,"19,258",-,Condominium,1,99 yrs lease commencing from 2004,15,Rest of Central Region,06 to 10
LEONIE SUITES,"1,880,000",925.7,"2,031",Feb-24,LEONIE HILL,Resale,Strata,86,"21,860",-,Apartment,1,99 yrs lease commencing from 2002,09,Core Central Region,26 to 30
THE OCEANFRONT @ SENTOSA COVE,"8,100,000","4,865.33","1,665",Feb-24,OCEAN DRIVE,Resale,Strata,452,"17,920",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,11 to 15
SEASONS VIEW,"1,628,000","1,140.98","1,427",Feb-24,PEMIMPIN DRIVE,Resale,Strata,106,"15,358",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,16 to 20
SIMSVILLE,"1,688,888","1,237.86","1,364",Feb-24,GEYLANG EAST AVENUE 2,Resale,Strata,115,"14,686",-,Condominium,1,99 yrs lease commencing from 1994,14,Rest of Central Region,11 to 15
PARC ESTA,"915,000",419.8,"2,180",Feb-24,SIMS AVENUE,Resale,Strata,39,"23,462",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
AMBER POINT,"3,000,000","1,689.95","1,775",Feb-24,AMBER ROAD,Resale,Strata,157,"19,108",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
JADESCAPE,"1,700,000",764.24,"2,224",Feb-24,SHUNFU ROAD,Resale,Strata,71,"23,944",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
JERVOIS TREASURES,"2,030,000",796.54,"2,549",Feb-24,JERVOIS ROAD,Resale,Strata,74,"27,432",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ALEXIS,"800,000",409.03,"1,956",Feb-24,ALEXANDRA ROAD,Resale,Strata,38,"21,053",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
PEIRCE VIEW,"1,200,000",968.76,"1,239",Feb-24,UPPER THOMSON ROAD,Resale,Strata,90,"13,333",-,Condominium,1,Freehold,20,Outside Central Region,01 to 05
MIMOSA PARK,"2,350,000","1,754.53","1,339",Feb-24,MIMOSA CRESCENT,Resale,Strata,163,"14,417",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"2,230,000","1,119.46","1,992",Feb-24,SERANGOON NORTH VIEW,Resale,Strata,104,"21,442",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
PARC ESTA,"1,617,000",742.72,"2,177",Feb-24,SIMS AVENUE,Resale,Strata,69,"23,435",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
LEICESTER SUITES,"788,000",419.8,"1,877",Feb-24,LEICESTER ROAD,Resale,Strata,39,"20,205",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
PARC RIVIERA,"1,938,888","1,184.04","1,638",Feb-24,WEST COAST VALE,Resale,Strata,110,"17,626",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
SIMS URBAN OASIS,"860,000",473.62,"1,816",Feb-24,SIMS DRIVE,Resale,Strata,44,"19,545",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"833,000",441.32,"1,888",Feb-24,SIMS DRIVE,Resale,Strata,41,"20,317",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
THE REGALIA,"2,525,000","1,216.33","2,076",Feb-24,RIVER VALLEY CLOSE,Resale,Strata,113,"22,345",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
THE GREENWICH,"1,155,000",882.65,"1,309",Feb-24,SELETAR ROAD,Resale,Strata,82,"14,085",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
LE REGAL,"572,000",365.98,"1,563",Feb-24,GEYLANG ROAD,Resale,Strata,34,"16,824",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"1,110,000",678.13,"1,637",Feb-24,TAMPINES LANE,Sub Sale,Strata,63,"17,619",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
CORALIS,"1,920,000",904.18,"2,123",Feb-24,JOO CHIAT ROAD,Resale,Strata,84,"22,857",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
REZI 26,"1,468,000","1,065.64","1,378",Feb-24,LORONG 26 GEYLANG,Resale,Strata,99,"14,828",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SOMMERVILLE PARK,"2,850,000","1,302.44","2,188",Feb-24,FARRER DRIVE,Resale,Strata,121,"23,554",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
AVENUE SOUTH RESIDENCE,"2,520,000","1,108.69","2,273",Feb-24,SILAT AVENUE,Sub Sale,Strata,103,"24,466",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
AALTO,"5,000,000","1,959.05","2,552",Feb-24,MEYER ROAD,Resale,Strata,182,"27,473",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
THE SANTORINI,"748,000",527.44,"1,418",Feb-24,TAMPINES STREET 86,Resale,Strata,49,"15,265",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
SKY HABITAT,"1,488,888",871.88,"1,708",Feb-24,BISHAN STREET 15,Resale,Strata,81,"18,381",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,01 to 05
HERITAGE VIEW,"2,000,000","1,313.21","1,523",Feb-24,DOVER RISE,Resale,Strata,122,"16,393",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
SKY HABITAT,"1,750,000","1,022.58","1,711",Feb-24,BISHAN STREET 15,Resale,Strata,95,"18,421",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,01 to 05
SEA ESTA,"1,345,000",979.52,"1,373",Feb-24,PASIR RIS LINK,Resale,Strata,91,"14,780",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,668,000",925.7,"1,802",Feb-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,86,"19,395",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,465,000",914.94,"1,601",Feb-24,TAMPINES LANE,Sub Sale,Strata,85,"17,235",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
CASTLE GREEN,"1,210,000",947.23,"1,277",Feb-24,YIO CHU KANG ROAD,Resale,Strata,88,"13,750",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
ICON,"1,750,000",925.7,"1,890",Feb-24,GOPENG STREET,Resale,Strata,86,"20,349",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,26 to 30
LUMIERE,"1,110,000",635.08,"1,748",Feb-24,MISTRI ROAD,Resale,Strata,59,"18,814",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,21 to 25
AFFINITY AT SERANGOON,"920,000",538.2,"1,709",Feb-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,50,"18,400",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
HILLINGTON GREEN,"1,930,000","1,356.26","1,423",Feb-24,HILLVIEW AVENUE,Resale,Strata,126,"15,317",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,01 to 05
PRISTINE HEIGHTS,"1,208,000",731.95,"1,650",Feb-24,MERGUI ROAD,Resale,Strata,68,"17,765",-,Apartment,1,Freehold,08,Rest of Central Region,11 to 15
POLLEN & BLEU,"1,170,000",602.78,"1,941",Feb-24,FARRER DRIVE,Resale,Strata,56,"20,893",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
RIO VISTA,"1,403,000","1,248.62","1,124",Feb-24,UPPER SERANGOON VIEW,Resale,Strata,116,"12,095",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
GUILLEMARD EDGE,"905,888",548.96,"1,650",Feb-24,LORONG 30 GEYLANG,Resale,Strata,51,"17,763",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
D'WEAVE,"968,000",570.49,"1,697",Feb-24,LORONG 39 GEYLANG,Resale,Strata,53,"18,264",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
FLAME TREE PARK,"2,900,000","1,593.07","1,820",Feb-24,SIN MING AVENUE,Resale,Strata,148,"19,595",-,Condominium,1,Freehold,20,Rest of Central Region,06 to 10
AQUARIUS BY THE PARK,"1,600,000","1,205.57","1,327",Feb-24,BEDOK RESERVOIR VIEW,Resale,Strata,112,"14,286",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,320,000",775.01,"1,703",Feb-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,72,"18,333",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RIO VISTA,"1,310,000","1,248.62","1,049",Feb-24,UPPER SERANGOON VIEW,Resale,Strata,116,"11,293",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
WATERFRONT @ FABER,"1,180,000",753.48,"1,566",Feb-24,FABER WALK,Resale,Strata,70,"16,857",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
D'LEEDON,"2,880,000","1,399.32","2,058",Feb-24,LEEDON HEIGHTS,Resale,Strata,130,"22,154",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,31 to 35
BOTANIQUE AT BARTLEY,"1,860,000",958,"1,942",Feb-24,UPPER PAYA LEBAR ROAD,Resale,Strata,89,"20,899",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
RIDGEWOOD,"3,658,000","2,012.87","1,817",Feb-24,RIDGEWOOD CLOSE,Resale,Strata,187,"19,561",-,Condominium,1,999 yrs lease commencing from 1885,10,Core Central Region,06 to 10
RIVERFRONT RESIDENCES,"2,050,000","1,108.69","1,849",Feb-24,HOUGANG AVENUE 7,Sub Sale,Strata,103,"19,903",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE TRE VER,"2,180,000","1,108.69","1,966",Feb-24,POTONG PASIR AVENUE 1,Sub Sale,Strata,103,"21,165",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,06 to 10
BLUE HORIZON,"1,650,000","1,162.51","1,419",Feb-24,WEST COAST CRESCENT,Resale,Strata,108,"15,278",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,21 to 25
IVORY HEIGHTS,"1,933,000","1,700.71","1,137",Feb-24,JURONG EAST STREET 13,Resale,Strata,158,"12,234",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,21 to 25
QUEENS,"1,840,000","1,194.8","1,540",Feb-24,STIRLING ROAD,Resale,Strata,111,"16,577",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,410,000","1,259.39","1,120",Feb-24,SIMEI RISE,Resale,Strata,117,"12,051",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
TANAH MERAH MANSION,"1,480,000","1,280.92","1,155",Feb-24,TANAH MERAH KECHIL ROAD SOUTH,Resale,Strata,119,"12,437",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ALEX RESIDENCES,"975,000",473.62,"2,059",Feb-24,ALEXANDRA VIEW,Resale,Strata,44,"22,159",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
RIVERGATE,"4,220,000","1,550.02","2,723",Feb-24,ROBERTSON QUAY,Resale,Strata,144,"29,306",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
SIMS URBAN OASIS,"1,255,000",699.66,"1,794",Feb-24,SIMS DRIVE,Resale,Strata,65,"19,308",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
BISHAN POINT,"1,880,000","1,270.15","1,480",Feb-24,BRIGHT HILL DRIVE,Resale,Strata,118,"15,932",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
ASTOR GREEN,"1,510,000","1,087.16","1,389",Feb-24,PINE GROVE,Resale,Strata,101,"14,950",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
EIGHT RIVERSUITES,"1,370,000",839.59,"1,632",Feb-24,WHAMPOA EAST,Resale,Strata,78,"17,564",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
RIVER ISLES,"1,750,000","1,420.85","1,232",Feb-24,EDGEDALE PLAINS,Resale,Strata,132,"13,258",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
HUME PARK I,"2,088,000","1,356.26","1,540",Feb-24,HUME AVENUE,Resale,Strata,126,"16,571",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,740,000",936.47,"1,858",Feb-24,HOUGANG AVENUE 2,Sub Sale,Strata,87,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
MANDARIN GARDENS,"1,000,000",731.95,"1,366",Feb-24,SIGLAP ROAD,Resale,Strata,68,"14,706",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,06 to 10
PENROSE,"1,000,000",484.38,"2,064",Feb-24,SIMS DRIVE,Sub Sale,Strata,45,"22,222",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20
HILLVISTA,"1,650,000","1,054.87","1,564",Feb-24,ELIZABETH DRIVE,Resale,Strata,98,"16,837",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
SUITES @ EUNOS,"670,000",365.98,"1,831",Feb-24,JALAN YASIN,Resale,Strata,34,"19,706",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
BOONVIEW,"3,830,000","2,368.08","1,617",Feb-24,MARYMOUNT TERRACE,Resale,Strata,220,"17,409",-,Condominium,1,Freehold,20,Rest of Central Region,16 to 20
TIARA,"3,280,000","1,345.5","2,438",Feb-24,KIM SENG WALK,Resale,Strata,125,"26,240",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
KINGSFORD . HILLVIEW PEAK,"848,000",635.08,"1,335",Feb-24,HILLVIEW RISE,Resale,Strata,59,"14,373",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"968,000",688.9,"1,405",Feb-24,FERNVALE CLOSE,Resale,Strata,64,"15,125",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
JUI RESIDENCES,"869,888",462.85,"1,879",Feb-24,SERANGOON ROAD,Resale,Strata,43,"20,230",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"1,690,000",688.9,"2,453",Feb-24,SILAT AVENUE,Sub Sale,Strata,64,"26,406",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
CLOVER BY THE PARK,"2,800,000","1,733","1,616",Feb-24,BISHAN STREET 25,Resale,Strata,161,"17,391",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,11 to 15
RIVERSAILS,"1,250,000","1,044.11","1,197",Feb-24,UPPER SERANGOON CRESCENT,Resale,Strata,97,"12,887",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
HILLOCK GREEN,"2,259,000","1,022.58","2,209",Feb-24,LENTOR CENTRAL,New Sale,Strata,95,"23,779",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
VISTA RESIDENCES,"2,910,000","1,410.08","2,064",Feb-24,JALAN DATOH,Resale,Strata,131,"22,214",-,Condominium,1,Freehold,12,Rest of Central Region,31 to 35
CONCOURSE SKYLINE,"2,320,000","1,140.98","2,033",Feb-24,BEACH ROAD,Resale,Strata,106,"21,887",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,31 to 35
COSTA RHU,"2,800,000","1,646.89","1,700",Feb-24,RHU CROSS,Resale,Strata,153,"18,301",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
ENCHANTÉ,"3,525,200","1,280.92","2,752",Feb-24,EVELYN ROAD,New Sale,Strata,119,"29,624",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
VIBES @ EAST COAST,"728,000",419.8,"1,734",Feb-24,TELOK KURAU ROAD,Resale,Strata,39,"18,667",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
JADESCAPE,"1,680,000",764.24,"2,198",Feb-24,SHUNFU ROAD,Resale,Strata,71,"23,662",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
MODA,"3,400,000","1,840.64","1,847",Feb-24,EAST COAST ROAD,Resale,Strata,171,"19,883",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
